period,distanceCode,scorepoints,periodSeconds,positionCode,squadId,playerId,scoreName,matchId,scoreFlowId
4,0,1,577,1,8118,80150,goal,113911404,113911404_1
4,3,1,657,1,8118,80150,goal,113911404,113911404_1
4,1,2,672,1,8118,80150,2pt Goal,113911404,113911404_1
4,1,2,707,2,810,994215,2pt Goal,113911404,113911404_1
4,0,1,739,1,810,80826,goal,113911404,113911404_1
4,0,1,758,1,810,80826,goal,113911404,113911404_1
4,1,2,781,1,8118,1019169,2pt Goal,113911404,113911404_1
4,0,1,797,1,810,80826,goal,113911404,113911404_1
4,0,1,824,1,8118,80150,goal,113911404,113911404_1
4,0,1,859,2,8118,1019169,goal,113911404,113911404_1
